# timestamp[ns] w.x w.y w.z a.x a.y a.z
1650458823672704935 0.038395 -0.148400 -0.164101 -2.023155 -6.990321 -6.600978
1650458823677681923 0.031414 -0.158872 -0.158865 -1.979919 -6.985093 -6.660685
1650458823682658911 0.017451 -0.158872 -0.144902 -1.940801 -6.984422 -6.752353
1650458823687636852 0.017451 -0.151890 -0.134430 -1.939015 -7.001548 -6.821150
1650458823692613840 0.015706 -0.158872 -0.113486 -1.980167 -7.037298 -6.867976
1650458823697590828 0.019197 -0.167598 -0.096033 -2.040164 -7.062071 -6.915953
1650458823698118925 0.019937 -0.169635 -0.094551 -2.046133 -7.064913 -6.922362
1650458823702568054 0.026178 -0.186797 -0.082070 -2.096418 -7.088848 -6.976348
1650458823707545042 0.031414 -0.192033 -0.068108 -2.146528 -7.126926 -7.002416
1650458823712522984 0.041886 -0.199014 -0.055890 -2.192434 -7.135731 -6.973287
1650458823717499971 0.057594 -0.197269 -0.054145 -2.212227 -7.122713 -6.923830
1650458823722476959 0.066320 -0.192033 -0.057636 -2.218208 -7.107356 -6.856483
1650458823727453947 0.066320 -0.183306 -0.059381 -2.247610 -7.056124 -6.798402
1650458823731291056 0.067666 -0.181961 -0.063418 -2.267192 -7.033413 -6.751218
1650458823732430935 0.068066 -0.181561 -0.064617 -2.273008 -7.026668 -6.737204
1650458823737408876 0.061084 -0.172834 -0.080325 -2.280077 -7.013385 -6.700186
1650458823742385864 0.055848 -0.160617 -0.094287 -2.283007 -7.020336 -6.663406
1650458823747362852 0.043631 -0.150145 -0.106505 -2.311826 -7.054233 -6.617736
1650458823752339840 0.038395 -0.150145 -0.122213 -2.312229 -7.101529 -6.641478
1650458823757318020 0.033159 -0.136182 -0.137921 -2.262490 -7.089132 -6.752342
1650458823762295008 0.036650 -0.104766 -0.150138 -2.271714 -7.062729 -6.727546
1650458823764463902 0.037410 -0.100203 -0.152420 -2.286333 -7.080790 -6.665027
1650458823767271996 0.038395 -0.094294 -0.155374 -2.305260 -7.104176 -6.584081
1650458823772248983 0.034904 -0.116984 -0.167591 -2.290273 -7.132666 -6.604133
1650458823777225971 0.040140 -0.122220 -0.169337 -2.304131 -7.125189 -6.684795
1650458823782202959 0.038395 -0.118729 -0.171082 -2.329473 -7.118953 -6.691382
1650458823787180901 0.043631 -0.113493 -0.174573 -2.310024 -7.117258 -6.622368
1650458823792157888 0.045376 -0.118729 -0.169337 -2.294637 -7.096143 -6.567156
1650458823797134876 0.043631 -0.132692 -0.165846 -2.309308 -7.065605 -6.566962
1650458823797636032 0.042752 -0.134098 -0.164615 -2.311839 -7.064548 -6.568480
1650458823802111864 0.034904 -0.146654 -0.153629 -2.334436 -7.055109 -6.582038
1650458823807088852 0.031414 -0.153636 -0.144902 -2.358934 -7.064646 -6.597121
1650458823812067032 0.029668 -0.165853 -0.136175 -2.363880 -7.089654 -6.602238
1650458823817044020 0.022687 -0.179816 -0.123958 -2.369330 -7.109492 -6.623543
1650458823822021008 0.026178 -0.190288 -0.116977 -2.374181 -7.131614 -6.668829
1650458823826997995 0.020942 -0.202505 -0.115231 -2.374481 -7.163177 -6.713421
1650458823830808878 0.020942 -0.202505 -0.109887 -2.366386 -7.192161 -6.752396
1650458823831975937 0.020942 -0.202505 -0.108250 -2.363906 -7.201037 -6.764333
1650458823836952925 0.020942 -0.207741 -0.104759 -2.333191 -7.227594 -6.807311
1650458823841929913 0.026178 -0.205996 -0.106505 -2.293491 -7.235924 -6.853435
1650458823846906900 0.031414 -0.204250 -0.108250 -2.231234 -7.257457 -6.884365
1650458823851883888 0.034904 -0.197269 -0.103014 -2.174840 -7.302584 -6.905690
1650458823856861830 0.043631 -0.188542 -0.103014 -2.175986 -7.353880 -6.947649
1650458823861839056 0.055848 -0.188542 -0.094287 -2.211946 -7.374629 -7.003664
1650458823863981009 0.064111 -0.187040 -0.094287 -2.226590 -7.379344 -7.014252
1650458823866816044 0.075047 -0.185052 -0.094287 -2.245972 -7.385586 -7.028266
1650458823871793032 0.095991 -0.190288 -0.092542 -2.281904 -7.397093 -7.016881
1650458823876770020 0.113444 -0.192033 -0.092542 -2.309512 -7.386401 -6.991188
1650458823881747961 0.141370 -0.188542 -0.090797 -2.334997 -7.325869 -6.924387
1650458823886724949 0.157078 -0.183306 -0.097778 -2.370160 -7.222626 -6.840334
1650458823891701937 0.171040 -0.181561 -0.104759 -2.440058 -7.086404 -6.728859
1650458823896678925 0.179767 -0.185052 -0.109995 -2.478140 -6.972078 -6.611477
1650458823897153854 0.179767 -0.184385 -0.111661 -2.474168 -6.967497 -6.598552
1650458823901655912 0.179767 -0.178070 -0.127449 -2.436516 -6.924066 -6.476019
1650458823906633854 0.172785 -0.164108 -0.141411 -2.411204 -6.860235 -6.306991
1650458823911610842 0.151842 -0.141418 -0.155374 -2.397714 -6.821902 -6.179833
1650458823916587830 0.125662 -0.130946 -0.162355 -2.410423 -6.796287 -6.132889
1650458823921565056 0.099482 -0.130946 -0.165846 -2.427061 -6.793939 -6.179312
1650458823926542044 0.073302 -0.125710 -0.172827 -2.417068 -6.801138 -6.265248
1650458823930325985 0.057381 -0.119077 -0.171501 -2.391778 -6.814252 -6.302206
1650458823931519985 0.052358 -0.116984 -0.171082 -2.383798 -6.818390 -6.313867
1650458823936496973 0.041886 -0.113493 -0.167591 -2.357985 -6.855042 -6.357434
1650458823941473961 0.033159 -0.118729 -0.164101 -2.352090 -6.875864 -6.393452
1650458823946450949 0.029668 -0.123965 -0.151883 -2.345183 -6.880122 -6.416223
1650458823951427937 0.024433 -0.130946 -0.146647 -2.356459 -6.894079 -6.429343
1650458823956405878 0.024433 -0.130946 -0.132685 -2.397714 -6.897400 -6.425588
1650458823961382866 0.022687 -0.139673 -0.125703 -2.411632 -6.902283 -6.387358
1650458823963498831 0.021945 -0.141157 -0.124219 -2.420868 -6.905542 -6.375618
1650458823966359854 0.020942 -0.143164 -0.122213 -2.433356 -6.909949 -6.359743
1650458823971336842 0.013961 -0.146654 -0.118722 -2.448771 -6.932851 -6.340398
1650458823976315022 0.006979 -0.146654 -0.122213 -2.502908 -6.930153 -6.335765
1650458823981292009 0.001743 -0.148400 -0.125703 -2.565062 -6.916587 -6.328832
1650458823986268997 -0.000002 -0.148400 -0.125703 -2.572146 -6.891493 -6.333578
1650458823991245985 -0.008729 -0.148400 -0.136175 -2.554525 -6.877808 -6.335592
1650458823996222973 -0.015710 -0.141418 -0.132685 -2.511650 -6.875969 -6.289584
1650458823996670961 -0.016967 -0.140633 -0.133156 -2.506495 -6.878936 -6.287664
1650458824001199961 -0.029673 -0.132692 -0.137921 -2.454383 -6.908922 -6.268261
1650458824006177902 -0.043635 -0.127456 -0.137921 -2.433773 -6.950633 -6.289587
1650458824011154890 -0.057598 -0.127456 -0.130939 -2.408474 -6.978863 -6.358362
1650458824016131878 -0.073306 -0.130946 -0.120467 -2.418520 -7.018675 -6.477511
1650458824021108866 -0.082033 -0.130946 -0.113486 -2.423062 -7.070325 -6.583319
1650458824026085854 -0.094250 -0.137928 -0.104759 -2.415528 -7.116367 -6.682935
1650458824029844046 -0.092932 -0.137928 -0.095536 -2.414586 -7.167219 -6.746269
1650458824031064034 -0.092505 -0.137928 -0.092542 -2.414279 -7.183728 -6.766831
1650458824036041021 -0.094250 -0.150145 -0.082070 -2.431165 -7.253957 -6.806667
1650458824041018009 -0.089014 -0.148400 -0.068108 -2.492679 -7.320777 -6.821583
1650458824045994997 -0.085523 -0.157126 -0.052400 -2.604205 -7.369556 -6.866263
1650458824050971985 -0.076797 -0.181561 -0.052400 -2.715893 -7.431915 -6.917809
1650458824055949926 -0.066325 -0.199014 -0.052400 -2.783608 -7.450130 -6.985042
1650458824060926914 -0.050617 -0.204250 -0.055890 -2.817919 -7.449843 -6.987272
1650458824063015938 -0.046954 -0.204250 -0.061751 -2.819769 -7.460173 -6.979707
1650458824065903902 -0.041890 -0.204250 -0.069853 -2.822327 -7.474453 -6.969248
1650458824070880890 -0.036654 -0.207741 -0.083815 -2.830795 -7.460082 -6.949328
1650458824075858831 -0.022691 -0.207741 -0.099523 -2.797228 -7.433924 -6.963314
1650458824080836058 -0.017455 -0.214722 -0.111741 -2.748707 -7.433998 -6.991316
1650458824085813046 -0.006983 -0.219958 -0.122213 -2.716409 -7.418299 -6.994224
1650458824090790033 0.005234 -0.216468 -0.134430 -2.668478 -7.374435 -6.993132
1650458824095767021 0.015706 -0.216468 -0.144902 -2.582595 -7.328273 -6.964964
1650458824096189022 0.016889 -0.215876 -0.145642 -2.573440 -7.324360 -6.960022
1650458824100744963 0.029668 -0.209486 -0.153629 -2.474574 -7.282109 -6.906653
1650458824105721951 0.034904 -0.202505 -0.160610 -2.382648 -7.225571 -6.836484
1650458824110698938 0.040140 -0.192033 -0.169337 -2.247086 -7.189724 -6.792462
1650458824115675926 0.040140 -0.172834 -0.162355 -2.181012 -7.186430 -6.697243
1650458824120652914 0.040140 -0.158872 -0.164101 -2.130487 -7.187761 -6.662111
1650458824125630856 0.034904 -0.144909 -0.160610 -2.145993 -7.188697 -6.706732
1650458824129360914 0.034904 -0.140985 -0.152762 -2.160775 -7.161580 -6.750636
1650458824130607843 0.034904 -0.139673 -0.150138 -2.165716 -7.152514 -6.765314
1650458824135584831 0.041886 -0.129201 -0.146647 -2.185364 -7.112561 -6.786825
1650458824140562057 0.047122 -0.118729 -0.137921 -2.205139 -7.099133 -6.759338
1650458824145539045 0.057594 -0.108257 -0.143157 -2.243893 -7.074097 -6.672510
1650458824150516987 0.062830 -0.096040 -0.139666 -2.360450 -7.034400 -6.574394
1650458824155493975 0.064575 -0.099530 -0.144902 -2.460075 -6.995296 -6.475834
1650458824160470963 0.059339 -0.097785 -0.155374 -2.539940 -6.987295 -6.396919
1650458824162533998 0.056445 -0.092721 -0.159714 -2.556640 -6.993236 -6.364324
1650458824165447950 0.052358 -0.085568 -0.165846 -2.580232 -7.001627 -6.318279
1650458824170425892 0.041886 -0.076841 -0.169337 -2.679520 -7.023343 -6.250276
1650458824175402880 0.029668 -0.080332 -0.181554 -2.748950 -7.068878 -6.251840
1650458824180379868 0.017451 -0.089059 -0.192026 -2.738416 -7.060830 -6.281480
1650458824185356855 0.015706 -0.097785 -0.202498 -2.688725 -7.065469 -6.320450
1650458824190333843 0.010470 -0.106512 -0.211225 -2.638620 -7.088642 -6.348897
1650458824195310831 0.010470 -0.116984 -0.214715 -2.567587 -7.091468 -6.340282
1650458824195705891 0.010608 -0.117953 -0.215269 -2.558892 -7.090352 -6.344045
1650458824200289011 0.012215 -0.129201 -0.221696 -2.458005 -7.077399 -6.387702
1650458824205265999 0.008725 -0.144909 -0.225187 -2.347123 -7.014387 -6.413107
1650458824210242987 0.010470 -0.144909 -0.226932 -2.215551 -6.944714 -6.388357
1650458824215219975 0.008725 -0.144909 -0.223442 -2.059080 -6.941017 -6.317922
1650458824220197916 0.003489 -0.141418 -0.212970 -1.952121 -6.945095 -6.258726
1650458824225174904 -0.003493 -0.137928 -0.205989 -1.881740 -6.956654 -6.222118
1650458824228878975 -0.013884 -0.139227 -0.190402 -1.826592 -6.959389 -6.230700
1650458824230151892 -0.017455 -0.139673 -0.185045 -1.807637 -6.960329 -6.233650
1650458824235128880 -0.024437 -0.139673 -0.169337 -1.798509 -6.950628 -6.269668
1650458824240105867 -0.033163 -0.125710 -0.153629 -1.801058 -6.925190 -6.268441
1650458824245084047 -0.041890 -0.118729 -0.130939 -1.833971 -6.939864 -6.256144
1650458824250061035 -0.048871 -0.108257 -0.118722 -1.896711 -6.927196 -6.220115
1650458824255038023 -0.062834 -0.099530 -0.103014 -1.985275 -6.937582 -6.212374
1650458824260015011 -0.071561 -0.096040 -0.092542 -2.066568 -6.997532 -6.212859
1650458824262052059 -0.081561 -0.091754 -0.088256 -2.103017 -7.035636 -6.210710
1650458824264991999 -0.095995 -0.085568 -0.082070 -2.155623 -7.090629 -6.207608
1650458824269968987 -0.108213 -0.083823 -0.073344 -2.235934 -7.175189 -6.227281
1650458824274946928 -0.118684 -0.078587 -0.069853 -2.318977 -7.246303 -6.301192
1650458824279923916 -0.130902 -0.090804 -0.059381 -2.411732 -7.277621 -6.393165
1650458824284900904 -0.132647 -0.097785 -0.059381 -2.462062 -7.332819 -6.487540
1650458824289877892 -0.139628 -0.113493 -0.055890 -2.507834 -7.412085 -6.543870
1650458824294855833 -0.136138 -0.125710 -0.055890 -2.525083 -7.485371 -6.574767
1650458824295223951 -0.135621 -0.126872 -0.055503 -2.525110 -7.488533 -6.577258
1650458824299833059 -0.129156 -0.141418 -0.050654 -2.525451 -7.528124 -6.608443
1650458824304810047 -0.130902 -0.157126 -0.050654 -2.522380 -7.578206 -6.658622
1650458824309787035 -0.123920 -0.158872 -0.048909 -2.508264 -7.613274 -6.704857
1650458824314764023 -0.118684 -0.157126 -0.052400 -2.520154 -7.613744 -6.732833
1650458824319741964 -0.113449 -0.158872 -0.048909 -2.545943 -7.609634 -6.762583
1650458824324718952 -0.102977 -0.160617 -0.059381 -2.589595 -7.589616 -6.818055
1650458824328397036 -0.092658 -0.154168 -0.063250 -2.596494 -7.572897 -6.814841
1650458824329695940 -0.089014 -0.151890 -0.064617 -2.598930 -7.566993 -6.813706
1650458824334672928 -0.080287 -0.146654 -0.075089 -2.573139 -7.543934 -6.786911
1650458824339649916 -0.068070 -0.139673 -0.085561 -2.556439 -7.538273 -6.732734
1650458824344627857 -0.059343 -0.129201 -0.099523 -2.520846 -7.508813 -6.671657
1650458824349604845 -0.057598 -0.125710 -0.101269 -2.502793 -7.449234 -6.647923
1650458824354581833 -0.054107 -0.125710 -0.118722 -2.494810 -7.394340 -6.635144
1650458824359559059 -0.052362 -0.111748 -0.122213 -2.482091 -7.351118 -6.592256
1650458824361568928 -0.053067 -0.111043 -0.125032 -2.457758 -7.334032 -6.582753
1650458824364536047 -0.054107 -0.110002 -0.129194 -2.421837 -7.308811 -6.568726
1650458824369513988 -0.050617 -0.101276 -0.130939 -2.337251 -7.292910 -6.543074
1650458824374490976 -0.054107 -0.094294 -0.132685 -2.288960 -7.312592 -6.522344
1650458824379467964 -0.061089 -0.087313 -0.129194 -2.296429 -7.348339 -6.500476
1650458824384444952 -0.062834 -0.087313 -0.120467 -2.305080 -7.376887 -6.550491
1650458824389421940 -0.061089 -0.087313 -0.116977 -2.352222 -7.390289 -6.595017
1650458824394399881 -0.054107 -0.083823 -0.111741 -2.435923 -7.377557 -6.608023
1650458824394742012 -0.053867 -0.083343 -0.111501 -2.440699 -7.376192 -6.606012
1650458824399376869 -0.050617 -0.076841 -0.108250 -2.505426 -7.357705 -6.578757
1650458824404353857 -0.041890 -0.087313 -0.104759 -2.569038 -7.366432 -6.537699
1650458824409330845 -0.038399 -0.090804 -0.106505 -2.615442 -7.345297 -6.459268
1650458824414309025 -0.038399 -0.092549 -0.101269 -2.651542 -7.287038 -6.372402
1650458824419286013 -0.045381 -0.096040 -0.097778 -2.680849 -7.223459 -6.312406
1650458824424263000 -0.047126 -0.097785 -0.099523 -2.703668 -7.173811 -6.262391
1650458824427913904 -0.056088 -0.101626 -0.095683 -2.713354 -7.165433 -6.245492
1650458824429239988 -0.059343 -0.103021 -0.094287 -2.716872 -7.162390 -6.239354
1650458824434216976 -0.073306 -0.099530 -0.087306 -2.729994 -7.171639 -6.239946
1650458824439194918 -0.080287 -0.106512 -0.085561 -2.744185 -7.192768 -6.277583
1650458824444171906 -0.089014 -0.113493 -0.082070 -2.777275 -7.227114 -6.365445
1650458824449148893 -0.090759 -0.123965 -0.083815 -2.797352 -7.231561 -6.459355
1650458824454125881 -0.090759 -0.120474 -0.082070 -2.817174 -7.213105 -6.494172
1650458824459102869 -0.087269 -0.125710 -0.076834 -2.837031 -7.204647 -6.496707
1650458824461086988 -0.086573 -0.127797 -0.078921 -2.841872 -7.199162 -6.488190
1650458824464081049 -0.085523 -0.130946 -0.082070 -2.849179 -7.190885 -6.475336
1650458824469058037 -0.083778 -0.141418 -0.080325 -2.849364 -7.220783 -6.447707
1650458824474035025 -0.082033 -0.151890 -0.082070 -2.845921 -7.288591 -6.446541
1650458824479012012 -0.089014 -0.158872 -0.085561 -2.836180 -7.308586 -6.492553
1650458824483989000 -0.089014 -0.150145 -0.089051 -2.813920 -7.279987 -6.595067
1650458824488966942 -0.085523 -0.136182 -0.101269 -2.794934 -7.298748 -6.584523
1650458824493943930 -0.085523 -0.141418 -0.106505 -2.754697 -7.355023 -6.502871
1650458824494258881 -0.085302 -0.142855 -0.107278 -2.747781 -7.356414 -6.508106
1650458824498920918 -0.082033 -0.164108 -0.118722 -2.645473 -7.376995 -6.585559
1650458824503897905 -0.080287 -0.157126 -0.127449 -2.553620 -7.402679 -6.683549
1650458824508874893 -0.078542 -0.146654 -0.130939 -2.488397 -7.403625 -6.729190
1650458824513852835 -0.068070 -0.132692 -0.137921 -2.419747 -7.402650 -6.749301
1650458824518830061 -0.057598 -0.115238 -0.141411 -2.335372 -7.372108 -6.775945
1650458824523807049 -0.045381 -0.106512 -0.150138 -2.277215 -7.281367 -6.759658
1650458824527431965 -0.037754 -0.101427 -0.143782 -2.265543 -7.222671 -6.673556
1650458824528784037 -0.034909 -0.099530 -0.141411 -2.261189 -7.200777 -6.641438
1650458824533761024 -0.031418 -0.103021 -0.141411 -2.231976 -7.172305 -6.529733
1650458824538738966 -0.034909 -0.104766 -0.130939 -2.186915 -7.184593 -6.426717
1650458824543715954 -0.043635 -0.099530 -0.122213 -2.161858 -7.235489 -6.307754
1650458824548692942 -0.057598 -0.101276 -0.104759 -2.157277 -7.307845 -6.248761
1650458824553669930 -0.075051 -0.111748 -0.078580 -2.133001 -7.381097 -6.309003
1650458824558646917 -0.087269 -0.132692 -0.055890 -2.229891 -7.391678 -6.473966
1650458824560603857 -0.089327 -0.135436 -0.046285 -2.321827 -7.379524 -6.534763
1650458824563624859 -0.092505 -0.139673 -0.031456 -2.463760 -7.360759 -6.628624
1650458824568601847 -0.083778 -0.158872 -0.019238 -2.651595 -7.375672 -6.729053
1650458824573578835 -0.068070 -0.171089 -0.020984 -2.748964 -7.426875 -6.768292
1650458824578556061 -0.054107 -0.176325 -0.027965 -2.762071 -7.499179 -6.706082
1650458824583533049 -0.034909 -0.181561 -0.036692 -2.780121 -7.572441 -6.593724
1650458824588510990 -0.024437 -0.178070 -0.041928 -2.808574 -7.633332 -6.550727
1650458824593487978 -0.012219 -0.181561 -0.069853 -2.791214 -7.651044 -6.577103
1650458824593776941 -0.011510 -0.181156 -0.070968 -2.789533 -7.648510 -6.580637
1650458824598464966 -0.000002 -0.174580 -0.089051 -2.762271 -7.607410 -6.637971
1650458824603441954 0.010470 -0.153636 -0.115231 -2.719273 -7.524429 -6.665279
1650458824608419895 0.024433 -0.134437 -0.141411 -2.618897 -7.423857 -6.641640
1650458824613396883 0.033159 -0.115238 -0.167591 -2.477412 -7.360454 -6.592412
1650458824618373871 0.041886 -0.097785 -0.181554 -2.339186 -7.302497 -6.530753
1650458824623350859 0.048867 -0.071605 -0.193771 -2.220915 -7.232598 -6.463293
1650458824626948833 0.047606 -0.052683 -0.189987 -2.162887 -7.196119 -6.407790
1650458824628329039 0.047122 -0.045425 -0.188535 -2.140630 -7.182127 -6.386501
1650458824633306026 0.048867 -0.027972 -0.188535 -2.122451 -7.123133 -6.330187
1650458824638283014 0.045376 -0.012264 -0.172827 -2.162212 -7.050812 -6.314174
1650458824643260002 0.041886 -0.007028 -0.158865 -2.209272 -7.002249 -6.289577
1650458824648237944 0.038395 -0.000047 -0.137921 -2.279689 -6.954190 -6.237678
1650458824653214931 0.027923 -0.000047 -0.118722 -2.362734 -6.928711 -6.172529
1650458824658191919 0.019197 -0.017500 -0.101269 -2.448497 -6.914784 -6.097593
1650458824660121918 0.015813 -0.021561 -0.091794 -2.473308 -6.916195 -6.077006
1650458824663168907 0.010470 -0.027972 -0.076834 -2.512480 -6.918423 -6.044501
1650458824668145895 -0.001747 -0.038444 -0.061126 -2.568800 -6.934219 -6.018525
1650458824673122883 -0.012219 -0.050661 -0.043673 -2.635030 -6.936481 -5.992945
1650458824678099871 -0.029673 -0.061133 -0.036692 -2.671912 -6.948289 -6.009619
1650458824683078051 -0.038399 -0.062879 -0.022729 -2.698644 -6.961944 -6.056328
1650458824688055038 -0.052362 -0.068115 -0.017493 -2.708747 -7.000383 -6.113164
1650458824693032026 -0.062834 -0.087313 -0.020984 -2.702713 -7.086882 -6.180465
1650458824698009014 -0.071561 -0.085568 -0.017493 -2.693295 -7.148031 -6.236931
1650458824702986956 -0.078542 -0.085568 -0.017493 -2.690756 -7.204248 -6.300954
1650458824707963943 -0.082033 -0.082077 -0.015748 -2.649534 -7.269412 -6.384627
1650458824712940931 -0.083778 -0.080332 -0.020984 -2.597367 -7.321623 -6.480937
1650458824717917919 -0.080287 -0.068115 -0.024474 -2.562147 -7.358726 -6.544831
1650458824722894907 -0.076797 -0.054152 -0.024474 -2.547010 -7.399335 -6.616144
1650458824727872849 -0.068070 -0.041935 -0.029710 -2.537249 -7.413337 -6.681113
1650458824732849836 -0.059343 -0.029717 -0.029710 -2.578278 -7.403911 -6.682794
1650458824737827063 -0.048871 -0.029717 -0.031456 -2.637822 -7.382646 -6.663314
1650458824742804050 -0.043635 -0.020991 -0.022729 -2.697411 -7.372425 -6.614451
1650458824747781038 -0.034909 -0.026227 -0.020984 -2.749373 -7.344859 -6.555178
1650458824752758980 -0.036654 -0.026227 -0.022729 -2.768902 -7.349008 -6.488473
1650458824757735968 -0.043635 -0.034953 -0.017493 -2.786644 -7.374891 -6.472693
1650458824762712955 -0.047126 -0.041935 -0.014002 -2.829857 -7.403617 -6.504095
1650458824767689943 -0.052362 -0.048916 -0.014002 -2.864458 -7.433774 -6.559900
1650458824772666931 -0.050617 -0.059388 -0.007021 -2.902517 -7.472024 -6.628021
1650458824777644873 -0.045381 -0.059388 -0.010512 -2.895447 -7.506443 -6.682097
1650458824782621861 -0.033163 -0.059388 -0.014002 -2.843938 -7.523895 -6.699748
1650458824787598848 -0.026182 -0.050661 -0.017493 -2.832097 -7.510267 -6.693425
1650458824792575836 -0.017455 -0.045425 -0.017493 -2.799628 -7.483683 -6.682821
1650458824797554016 -0.006983 -0.040189 -0.022729 -2.767579 -7.445774 -6.639708
1650458824802531004 -0.001747 -0.031463 -0.026220 -2.745638 -7.421255 -6.581463
1650458824807507992 0.008725 -0.031463 -0.015748 -2.750246 -7.398762 -6.521768
1650458824812484980 0.012215 -0.024481 -0.005276 -2.759945 -7.376000 -6.462131
1650458824817461967 0.013961 -0.029717 0.001706 -2.761183 -7.337942 -6.427216
1650458824822439909 0.017451 -0.024481 0.010432 -2.760882 -7.305108 -6.388635
1650458824827416897 0.015706 -0.029717 0.020904 -2.777516 -7.256483 -6.365462
1650458824832393885 0.012215 -0.027972 0.022650 -2.822792 -7.211790 -6.336977
1650458824837370872 0.005234 -0.033208 0.026140 -2.872593 -7.219956 -6.307885
1650458824842347860 0.003489 -0.036699 0.029631 -2.905307 -7.271678 -6.279205
1650458824847324848 -0.001747 -0.038444 0.029631 -2.926933 -7.339474 -6.294269
1650458824852303028 -0.000002 -0.036699 0.026140 -2.938565 -7.409238 -6.315152
1650458824857280016 -0.005238 -0.033208 0.022650 -2.975622 -7.452023 -6.362511
1650458824862257004 -0.001747 -0.027972 0.013923 -2.970837 -7.468217 -6.438984
1650458824867233992 0.003489 -0.029717 0.008687 -2.978822 -7.443376 -6.482044
1650458824872211933 0.006979 -0.031463 -0.000040 -2.942841 -7.380003 -6.502333
1650458824877188921 0.015706 -0.024481 -0.014002 -2.875264 -7.349608 -6.475451
1650458824882165909 0.020942 -0.012264 -0.026220 -2.823865 -7.346438 -6.380894
1650458824887142897 0.017451 -0.003537 -0.024474 -2.764883 -7.366415 -6.336949
1650458824892119884 0.008725 -0.003537 -0.022729 -2.723782 -7.352159 -6.361852
1650458824897098064 0.003489 -0.008773 -0.019238 -2.655834 -7.357774 -6.437819
1650458824902075052 0.001743 -0.010519 -0.010512 -2.576624 -7.336770 -6.515949
1650458824907052040 0.003489 -0.005283 -0.007021 -2.535184 -7.330253 -6.566185
1650458824912029028 0.005234 -0.005283 0.003451 -2.466588 -7.334414 -6.586374
1650458824917006016 0.008725 -0.008773 0.017414 -2.445143 -7.316648 -6.596099
1650458824921983957 0.012215 -0.012264 0.024395 -2.405731 -7.309768 -6.624891
1650458824926960945 0.020942 -0.017500 0.038358 -2.336325 -7.284379 -6.634031
1650458824931937933 0.022687 -0.015755 0.047084 -2.384964 -7.271655 -6.634451
1650458824936914921 0.027923 -0.001792 0.052320 -2.454444 -7.258211 -6.644750
1650458824941892862 0.033159 0.006935 0.054066 -2.503928 -7.205264 -6.624617
1650458824946869850 0.036650 0.010425 0.054066 -2.562673 -7.171088 -6.594525
1650458824951846838 0.038395 0.024388 0.043594 -2.582966 -7.138023 -6.534138
1650458824956824064 0.041886 0.034860 0.043594 -2.632440 -7.112277 -6.446032
1650458824961801052 0.043631 0.043587 0.036612 -2.679810 -7.096358 -6.387603
1650458824966778994 0.034904 0.048823 0.024395 -2.667761 -7.056559 -6.348168
1650458824971755981 0.027923 0.047077 0.019159 -2.617828 -7.040517 -6.326627
1650458824976732969 0.020942 0.052313 0.019159 -2.567036 -7.062779 -6.289573
1650458824981709957 0.006979 0.055804 0.017414 -2.500174 -7.104719 -6.301229
1650458824986687899 -0.000002 0.059294 0.027886 -2.469750 -7.115928 -6.344151
1650458824991664886 -0.003493 0.057549 0.034867 -2.431453 -7.100861 -6.431954
1650458824991847038 -0.003557 0.057230 0.035441 -2.430721 -7.099890 -6.434712
1650458824996641874 -0.005238 0.048823 0.050575 -2.411447 -7.074313 -6.507370
1650458825001618862 -0.005238 0.048823 0.071519 -2.397528 -7.038465 -6.541954
1650458825006595850 -0.005238 0.048823 0.085481 -2.449980 -7.016215 -6.529449
1650458825011572838 -0.005238 0.041841 0.106425 -2.528473 -7.004587 -6.491492
1650458825016551018 -0.005238 0.027879 0.125624 -2.599424 -7.030638 -6.466086
1650458825021528006 -0.013965 0.019152 0.137841 -2.677068 -7.068528 -6.467406
1650458825025019884 -0.018863 0.021601 0.141515 -2.723506 -7.107810 -6.466733
1650458825026504993 -0.020946 0.022643 0.143077 -2.743256 -7.124516 -6.466447
1650458825031481981 -0.031418 0.031369 0.146568 -2.851926 -7.181959 -6.463731
1650458825036458969 -0.034909 0.027879 0.139587 -2.949582 -7.265154 -6.574215
1650458825041436911 -0.034909 0.029624 0.134351 -3.027028 -7.312833 -6.734352
1650458825046413898 -0.031418 0.027879 0.118643 -3.082623 -7.329060 -6.828378
1650458825051390886 -0.024437 0.034860 0.106425 -3.112492 -7.319521 -6.878886
1650458825056367874 -0.008729 0.043587 0.085481 -3.132644 -7.298471 -6.866153
1650458825058192015 -0.004252 0.048064 0.081644 -3.121456 -7.272338 -6.834823
1650458825061346054 0.003489 0.055804 0.075009 -3.102114 -7.227158 -6.780658
1650458825066323042 0.003489 0.054058 0.057556 -3.061284 -7.160521 -6.668672
1650458825071300030 0.006979 0.062785 0.048830 -2.978321 -7.116999 -6.550133
1650458825076277018 0.005234 0.069766 0.045339 -2.940916 -7.066147 -6.441919
1650458825081254005 -0.012219 0.073257 0.054066 -2.953050 -7.062235 -6.360016
1650458825086231947 -0.029673 0.064530 0.055811 -2.941063 -7.065234 -6.369653
1650458825091208935 -0.047126 0.054058 0.069773 -2.963212 -7.075421 -6.457154
1650458825091364861 -0.047509 0.053840 0.070266 -2.964087 -7.075665 -6.459518
1650458825096185923 -0.059343 0.047077 0.085481 -2.991145 -7.083202 -6.532621
1650458825101162910 -0.068070 0.040096 0.097699 -3.009192 -7.112174 -6.590486
1650458825106140852 -0.073306 0.024388 0.108171 -3.026091 -7.137312 -6.633887
